customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
CUST102035,68,Employed,35.7,88502,742,12.4,177,12215,0,0,0,Credit Card,Education,56800,16.91,0.138,0.642,0.214,1
CUST102036,39,Employed,8.5,47354,687,7.7,6437,19922,0,0,0,Personal Loan,Personal,63100,11.11,0.421,1.333,0.444,1
CUST102037,28,Employed,2.3,15043,691,3.8,289,7269,0,0,0,Credit Card,Medical,19800,18.6,0.483,1.316,0.439,0
CUST102038,34,Self-Employed,1.8,28083,676,4.6,466,11839,0,0,0,Credit Card,Personal,28100,18.25,0.422,1.001,0.334,1
CUST102039,18,Employed,0.0,16318,588,1.9,102,1172,0,0,0,Credit Card,Medical,2500,22.16,0.072,0.153,0.051,1
CUST102040,26,Student,0.3,27303,606,5.1,130,4235,0,0,0,Credit Card,Business,2700,19.52,0.155,0.099,0.033,1
CUST102041,30,Employed,3.8,57674,618,9.0,144,13240,0,1,0,Credit Card,Medical,61200,20.8,0.23,1.061,0.354,0
CUST102042,28,Employed,8.1,32723,642,5.9,3305,14974,0,0,0,Credit Card,Personal,29500,20.85,0.458,0.902,0.301,1
CUST102043,36,Student,1.6,25678,625,5.9,311,20542,0,1,0,Credit Card,Home Improvement,2600,19.04,0.8,0.101,0.034,0
CUST102044,25,Employed,3.0,27157,611,6.0,427,7629,0,0,0,Credit Card,Home Improvement,28900,19.85,0.281,1.064,0.355,0
CUST102045,48,Self-Employed,18.3,62403,680,10.1,1634,801,0,0,0,Credit Card,Education,23400,17.54,0.013,0.375,0.125,1
CUST102046,35,Employed,4.1,57537,643,16.5,606,20524,0,1,0,Personal Loan,Education,40100,13.56,0.357,0.697,0.232,1
CUST102047,34,Self-Employed,11.2,57531,648,14.5,13218,24133,0,0,0,Line of Credit,Debt Consolidation,38100,11.96,0.419,0.662,0.221,0
CUST102048,31,Employed,12.4,26534,741,9.7,253,6801,0,0,0,Credit Card,Debt Consolidation,7700,16.26,0.256,0.29,0.097,1
CUST102049,36,Employed,17.0,36890,694,2.5,1766,12594,0,0,0,Personal Loan,Education,55200,12.51,0.341,1.496,0.499,1
CUST102050,44,Employed,16.2,55926,731,9.4,222,13089,0,0,0,Credit Card,Personal,70000,15.52,0.234,1.252,0.417,1
CUST102051,24,Employed,0.4,20647,646,2.3,820,6202,0,1,0,Personal Loan,Personal,30200,14.46,0.3,1.463,0.488,0
CUST102052,27,Employed,5.5,39211,700,8.1,1169,3467,0,1,0,Line of Credit,Education,12200,8.88,0.088,0.311,0.104,1
CUST102053,31,Student,0.8,26170,546,6.1,160,7874,0,1,1,Personal Loan,Personal,51200,15.58,0.301,1.956,0.652,0
CUST102054,18,Employed,0.0,25163,469,0.4,12,7893,0,0,0,Credit Card,Home Improvement,22000,21.02,0.314,0.874,0.291,0
CUST102055,25,Employed,0.2,54821,672,6.9,269,9954,0,0,0,Line of Credit,Home Improvement,20300,10.52,0.182,0.37,0.123,1
CUST102056,29,Employed,9.6,43568,680,10.7,1193,12758,0,1,0,Credit Card,Business,26900,18.79,0.293,0.617,0.206,1
CUST102057,45,Self-Employed,19.9,112874,619,5.0,15299,20961,0,1,0,Line of Credit,Personal,23700,11.42,0.186,0.21,0.07,1
CUST102058,38,Self-Employed,5.9,49387,595,17.4,3490,27772,0,1,0,Line of Credit,Business,23600,13.28,0.562,0.478,0.159,0
CUST102059,37,Employed,18.6,82141,705,2.8,96,24189,0,0,0,Line of Credit,Personal,37300,7.73,0.294,0.454,0.151,1
CUST102060,45,Employed,3.7,69151,708,11.8,126,25573,0,0,0,Line of Credit,Personal,36900,7.78,0.37,0.534,0.178,1
CUST102061,33,Self-Employed,9.4,37892,572,3.7,293,10871,0,2,0,Credit Card,Medical,34400,21.04,0.287,0.908,0.303,0
CUST102062,39,Employed,13.1,57269,577,18.8,176,18765,0,0,0,Personal Loan,Education,30100,16.13,0.328,0.526,0.175,1
CUST102063,33,Employed,7.3,40436,565,3.7,265,26267,1,3,0,Personal Loan,Medical,8400,16.08,0.65,0.208,0.069,0
CUST102064,38,Employed,19.3,69589,668,10.7,223,36842,0,0,0,Credit Card,Home Improvement,41600,18.32,0.529,0.598,0.199,1
CUST102065,28,Employed,5.8,32986,639,1.5,31,4115,0,1,0,Personal Loan,Debt Consolidation,65900,14.96,0.125,1.998,0.666,0
CUST102066,18,Employed,0.0,21160,545,1.5,245,6694,0,1,1,Credit Card,Home Improvement,5500,21.31,0.316,0.26,0.087,0
CUST102067,33,Employed,3.5,32092,656,5.3,1278,4247,0,0,0,Credit Card,Personal,33200,18.74,0.132,1.035,0.345,1
CUST102068,52,Employed,1.1,84843,748,21.4,4866,26419,0,0,0,Credit Card,Personal,70000,16.18,0.311,0.825,0.275,1
CUST102069,46,Employed,5.9,64489,757,17.8,2630,22903,0,0,0,Credit Card,Education,70000,15.99,0.355,1.085,0.362,1
CUST102070,46,Employed,27.7,155593,693,0.1,8,14910,0,0,0,Personal Loan,Business,100000,12.0,0.096,0.643,0.214,1
CUST102071,49,Employed,17.4,54249,687,26.7,3659,12210,0,0,0,Line of Credit,Education,13100,10.74,0.225,0.241,0.08,1
CUST102072,36,Employed,15.2,19730,668,9.7,87,6503,0,0,0,Personal Loan,Personal,26200,11.03,0.33,1.328,0.443,1
CUST102073,37,Employed,13.0,56449,677,10.8,3043,6705,0,0,0,Personal Loan,Home Improvement,66200,11.34,0.119,1.173,0.391,1
CUST102074,27,Employed,1.4,36773,604,5.7,195,17676,0,0,0,Personal Loan,Business,49100,14.51,0.481,1.335,0.445,0
CUST102075,31,Employed,1.5,41217,600,9.0,460,10383,0,0,0,Personal Loan,Debt Consolidation,66300,14.05,0.252,1.609,0.536,0
CUST102076,42,Employed,11.6,44556,656,2.4,1686,10368,0,3,0,Line of Credit,Education,29300,10.24,0.233,0.658,0.219,0
CUST102077,49,Employed,29.2,54739,661,21.0,22003,22811,0,0,0,Line of Credit,Medical,23000,9.86,0.417,0.42,0.14,1
CUST102078,33,Self-Employed,2.3,85391,707,3.8,116,14823,0,0,0,Line of Credit,Education,16800,8.06,0.174,0.197,0.066,1
CUST102079,29,Employed,5.5,47672,686,0.0,0,3425,0,0,0,Line of Credit,Home Improvement,12600,9.41,0.072,0.264,0.088,1
CUST102080,35,Student,1.5,15045,610,6.9,458,1954,0,1,1,Personal Loan,Business,23800,13.01,0.13,1.582,0.527,0
CUST102081,42,Employed,1.9,43474,695,6.0,474,28737,0,2,0,Credit Card,Home Improvement,12100,17.0,0.661,0.278,0.093,0
CUST102082,18,Employed,0.0,52764,676,0.1,20,11346,0,0,0,Credit Card,Personal,34900,18.84,0.215,0.661,0.22,1
CUST102083,18,Employed,0.0,46339,611,0.5,3,4703,0,2,1,Personal Loan,Medical,12100,13.7,0.101,0.261,0.087,0
CUST102084,28,Student,0.2,26193,711,8.9,241,8531,0,2,0,Line of Credit,Education,22600,8.74,0.326,0.863,0.288,1
CUST102085,20,Employed,1.3,27370,643,0.9,2,6985,0,1,0,Personal Loan,Education,28300,14.52,0.255,1.034,0.345,0
CUST102086,28,Employed,7.4,15000,533,1.0,75,5866,0,0,1,Credit Card,Home Improvement,4200,22.5,0.391,0.28,0.093,0
CUST102087,33,Employed,9.6,38857,665,5.1,1644,12667,0,0,0,Personal Loan,Business,63700,12.7,0.326,1.639,0.546,0
CUST102088,29,Employed,0.8,26764,661,4.0,96,21411,0,0,1,Line of Credit,Debt Consolidation,9200,10.82,0.8,0.344,0.115,0
CUST102089,52,Employed,0.2,32172,652,16.9,1758,6089,0,0,0,Credit Card,Debt Consolidation,8600,18.16,0.189,0.267,0.089,1
CUST102090,38,Employed,16.0,22227,594,13.8,139,2394,0,0,1,Personal Loan,Education,15800,15.37,0.108,0.711,0.237,0
CUST102091,38,Employed,9.8,59316,661,7.4,1439,16023,0,0,0,Line of Credit,Business,39500,9.0,0.27,0.666,0.222,1
CUST102092,42,Self-Employed,11.7,33289,673,19.5,736,7111,0,0,0,Credit Card,Education,18400,18.35,0.214,0.553,0.184,1
CUST102093,21,Employed,2.7,21168,634,1.0,2,7239,0,1,0,Credit Card,Education,20800,20.32,0.342,0.983,0.328,1
CUST102094,47,Employed,16.2,59277,680,18.2,2209,34466,0,2,0,Credit Card,Business,55200,18.29,0.581,0.931,0.31,0
CUST102095,34,Student,0.5,49359,660,1.9,276,29179,0,0,1,Personal Loan,Education,55100,11.86,0.591,1.116,0.372,0
CUST102096,43,Employed,11.2,48965,595,9.5,26387,22904,0,0,2,Credit Card,Debt Consolidation,13800,21.54,0.468,0.282,0.094,0
CUST102097,22,Employed,1.9,20737,657,2.3,107,8910,0,1,0,Line of Credit,Business,5400,9.85,0.43,0.26,0.087,1
CUST102098,18,Employed,0.0,48455,600,1.4,971,7005,0,0,0,Personal Loan,Business,56100,14.26,0.145,1.158,0.386,0
CUST102099,44,Employed,9.1,63039,754,24.3,44197,23390,0,0,0,Credit Card,Education,70000,14.77,0.371,1.11,0.37,1
CUST102100,39,Employed,17.6,45792,745,6.2,123,27946,0,0,0,Credit Card,Education,25800,15.6,0.61,0.563,0.188,0
CUST102101,24,Employed,3.2,24372,689,2.5,179,8850,0,0,0,Credit Card,Personal,24300,17.49,0.363,0.997,0.332,1
CUST102102,24,Employed,3.3,54159,583,4.0,10041,25311,0,0,0,Credit Card,Personal,16700,21.98,0.467,0.308,0.103,0
CUST102103,48,Self-Employed,20.0,144747,667,12.9,3075,18201,1,2,0,Personal Loan,Education,100000,11.89,0.126,0.691,0.23,0
CUST102104,20,Self-Employed,1.0,137030,634,0.8,296,32806,0,1,0,Credit Card,Business,70000,20.94,0.239,0.511,0.17,0
CUST102105,54,Self-Employed,26.8,29786,692,21.3,1591,11687,0,0,0,Personal Loan,Education,41300,11.1,0.392,1.387,0.462,1
CUST102106,24,Student,0.4,23845,589,0.9,194,13645,1,2,1,Credit Card,Home Improvement,2400,21.55,0.572,0.101,0.034,0
CUST102107,42,Self-Employed,7.3,70885,691,3.5,185,24346,0,0,0,Line of Credit,Business,21000,9.35,0.343,0.296,0.099,1
CUST102108,31,Employed,1.2,22548,575,11.6,188,11003,0,1,1,Credit Card,Personal,12500,21.73,0.488,0.554,0.185,0
CUST102109,42,Employed,11.3,22527,631,18.2,1498,1042,0,0,0,Personal Loan,Education,6800,13.37,0.046,0.302,0.101,1
CUST102110,28,Employed,3.4,23574,526,0.3,4,2156,0,0,1,Personal Loan,Education,4700,16.61,0.091,0.199,0.066,0
CUST102111,33,Employed,3.2,78609,683,4.0,2522,23385,0,0,1,Personal Loan,Education,100000,12.18,0.297,1.272,0.424,0
CUST102112,35,Employed,3.0,108709,621,14.3,1761,34653,0,0,0,Credit Card,Personal,42400,19.58,0.319,0.39,0.13,1
CUST102113,22,Employed,0.6,19303,631,2.6,137,11870,0,1,0,Credit Card,Medical,900,20.92,0.615,0.047,0.016,0
CUST102114,43,Self-Employed,2.3,15000,693,0.4,10,3471,0,0,0,Credit Card,Personal,6400,17.77,0.231,0.427,0.142,1
CUST102115,28,Employed,2.2,42841,587,4.5,1622,11148,0,2,0,Credit Card,Education,1700,22.01,0.26,0.04,0.013,1
CUST102116,32,Employed,0.1,106132,663,0.2,235,14328,0,0,0,Personal Loan,Education,8500,12.47,0.135,0.08,0.027,1
CUST102117,23,Employed,0.4,33801,561,3.3,10,13666,0,1,4,Credit Card,Medical,3400,22.37,0.404,0.101,0.034,0
CUST102118,18,Employed,0.0,15000,697,2.0,11,3936,0,1,0,Credit Card,Business,15500,18.13,0.262,1.033,0.344,0
CUST102119,32,Employed,5.6,33029,680,3.3,105,10848,0,0,0,Line of Credit,Medical,10300,10.44,0.328,0.312,0.104,1
CUST102120,63,Student,1.8,15000,770,19.6,854,5301,0,0,0,Line of Credit,Education,5500,6.88,0.353,0.367,0.122,1
CUST102121,44,Student,0.8,33245,773,0.2,22,2638,0,1,0,Personal Loan,Education,33200,8.14,0.079,0.999,0.333,1
CUST102122,34,Employed,12.5,49941,667,15.8,195790,3552,0,0,0,Credit Card,Personal,22000,18.78,0.071,0.441,0.147,1
CUST102123,31,Student,1.4,16171,664,9.1,14967,8142,0,0,0,Credit Card,Education,1600,17.05,0.503,0.099,0.033,1
CUST102124,35,Employed,2.8,52984,628,6.3,51,24392,0,0,0,Personal Loan,Business,80300,14.33,0.46,1.516,0.505,0
CUST102125,41,Employed,10.8,23830,678,18.8,768,1191,0,0,0,Personal Loan,Medical,28500,11.64,0.05,1.196,0.399,1
CUST102126,20,Employed,0.2,22163,643,1.9,5,5634,0,0,0,Credit Card,Medical,24200,19.01,0.254,1.092,0.364,0
CUST102127,48,Self-Employed,11.2,140405,704,19.8,37323,5778,0,0,0,Line of Credit,Medical,12500,8.76,0.041,0.089,0.03,1
CUST102128,43,Employed,7.1,25493,553,18.7,2438,1625,1,1,0,Personal Loan,Medical,35800,15.56,0.064,1.404,0.468,0
CUST102129,43,Employed,15.4,83824,642,13.0,566,29029,0,0,0,Personal Loan,Education,63700,14.43,0.346,0.76,0.253,1
CUST102130,40,Employed,16.4,41004,774,8.9,737,18424,0,0,0,Personal Loan,Medical,60300,9.37,0.449,1.471,0.49,1
CUST102131,35,Employed,15.5,20877,613,14.3,802,8290,0,0,0,Personal Loan,Personal,39000,13.39,0.397,1.868,0.623,0
CUST102132,43,Employed,1.2,59049,768,4.0,261,43379,0,0,0,Personal Loan,Home Improvement,4400,8.21,0.735,0.075,0.025,0
CUST102133,42,Self-Employed,15.1,104735,620,17.2,3587,22197,0,1,0,Personal Loan,Personal,100000,13.83,0.212,0.955,0.318,1
CUST102134,30,Employed,1.5,28898,465,2.7,52,18242,0,1,1,Credit Card,Business,5500,22.65,0.631,0.19,0.063,0
CUST102135,28,Student,1.7,36475,600,9.2,3758,14041,0,0,0,Line of Credit,Personal,22500,12.94,0.385,0.617,0.206,1
CUST102136,36,Student,1.3,23646,586,9.9,293,10232,0,3,2,Credit Card,Business,2400,22.16,0.433,0.101,0.034,0
CUST102137,53,Employed,31.6,54353,664,15.7,867,7083,0,0,0,Credit Card,Education,70000,18.8,0.13,1.288,0.429,1
CUST102138,20,Employed,0.3,43874,639,1.3,58,3791,1,1,0,Personal Loan,Home Improvement,5700,13.91,0.086,0.13,0.043,0
CUST102139,18,Employed,0.0,34301,689,0.6,10,6958,0,0,0,Personal Loan,Personal,38900,11.83,0.203,1.134,0.378,1
CUST102140,36,Employed,8.9,20141,726,11.0,321,8135,0,0,0,Credit Card,Personal,15300,16.54,0.404,0.76,0.253,1
CUST102141,35,Employed,12.6,23122,617,14.1,2745,17445,1,1,0,Personal Loan,Business,24500,14.7,0.754,1.06,0.353,0
CUST102142,37,Employed,18.4,40548,734,9.3,112,7639,1,3,0,Credit Card,Medical,20000,17.35,0.188,0.493,0.164,0
CUST102143,37,Self-Employed,1.2,110822,745,16.8,2385,29792,0,0,0,Credit Card,Personal,47600,15.76,0.269,0.43,0.143,1
CUST102144,32,Employed,9.1,34381,700,6.4,1394,3653,0,0,0,Credit Card,Personal,12900,17.38,0.106,0.375,0.125,1
CUST102145,52,Employed,1.4,160380,663,17.3,37078,61049,0,0,0,Credit Card,Education,70000,18.56,0.381,0.436,0.145,1
CUST102146,18,Employed,0.0,41069,630,0.5,83,12830,0,0,0,Personal Loan,Medical,76400,13.49,0.312,1.86,0.62,0
CUST102147,25,Student,1.7,16988,506,1.4,30,2719,0,2,0,Credit Card,Education,1700,21.78,0.16,0.1,0.033,1
CUST102148,33,Employed,8.4,17002,601,11.3,639,2498,0,0,0,Personal Loan,Medical,21300,14.89,0.147,1.253,0.418,1
CUST102149,18,Employed,0.0,24527,627,1.9,109,2250,0,1,0,Credit Card,Education,19200,19.87,0.092,0.783,0.261,1
CUST102150,32,Employed,9.0,43732,646,2.8,2037,17768,0,2,0,Line of Credit,Personal,18900,12.33,0.406,0.432,0.144,0
CUST102151,54,Employed,32.6,71883,722,29.6,3986,10890,0,0,0,Credit Card,Business,57600,15.96,0.151,0.801,0.267,1
CUST102152,35,Self-Employed,10.5,46595,620,15.0,1044,25303,0,0,0,Line of Credit,Personal,28400,12.67,0.543,0.61,0.203,0
CUST102153,37,Employed,13.8,32218,600,4.9,842,9072,1,0,0,Personal Loan,Debt Consolidation,63800,13.66,0.282,1.98,0.66,0
CUST102154,19,Employed,0.7,47240,641,0.0,0,14679,0,3,0,Credit Card,Medical,55000,20.64,0.311,1.164,0.388,0
CUST102155,27,Self-Employed,3.3,23204,669,8.9,3513,11742,0,0,0,Credit Card,Personal,20800,17.67,0.506,0.896,0.299,1
CUST102156,30,Employed,10.2,67928,625,8.5,835,16205,0,0,0,Line of Credit,Home Improvement,23400,11.88,0.239,0.344,0.115,1
CUST102157,31,Self-Employed,4.7,37181,682,5.0,310,10500,0,2,0,Credit Card,Education,14100,18.46,0.282,0.379,0.126,1
CUST102158,50,Self-Employed,2.8,40993,615,10.7,1611,31620,0,4,0,Credit Card,Debt Consolidation,26200,19.32,0.771,0.639,0.213,0
CUST102159,41,Self-Employed,14.5,76737,625,8.8,1604,25731,0,0,0,Personal Loan,Personal,68200,13.35,0.335,0.889,0.296,1
CUST102160,21,Student,1.5,30003,591,2.7,1892,11337,0,0,0,Personal Loan,Personal,17200,15.2,0.378,0.573,0.191,0
CUST102161,37,Employed,2.6,27648,613,1.4,232,15251,0,0,1,Credit Card,Business,30000,20.2,0.552,1.085,0.362,0
CUST102162,40,Employed,5.5,28780,685,8.0,589,7082,0,0,0,Credit Card,Personal,29600,18.48,0.246,1.028,0.343,1
CUST102163,48,Employed,7.4,26449,703,4.6,222,5238,0,0,0,Line of Credit,Education,18600,8.08,0.198,0.703,0.234,1
CUST102164,53,Employed,20.7,31319,600,24.5,3302,7826,0,1,0,Credit Card,Personal,22700,19.16,0.25,0.725,0.242,1
CUST102165,22,Employed,2.2,15000,684,0.4,1,5559,0,0,0,Credit Card,Business,20200,17.17,0.371,1.347,0.449,0
CUST102166,25,Self-Employed,1.2,103994,631,3.4,459,20459,0,0,0,Personal Loan,Education,100000,13.57,0.197,0.962,0.321,1
CUST102167,19,Employed,0.4,65633,579,1.1,441,11520,0,1,2,Credit Card,Personal,39400,21.41,0.176,0.6,0.2,0
CUST102168,32,Employed,0.3,49410,739,0.6,8,9843,0,0,0,Personal Loan,Education,57900,11.19,0.199,1.172,0.391,1
CUST102169,40,Employed,3.5,62769,715,21.5,1360,7863,0,0,0,Credit Card,Business,26100,16.89,0.125,0.416,0.139,1
CUST102170,46,Self-Employed,2.6,101891,671,9.4,2147,19230,0,1,1,Credit Card,Business,55000,18.2,0.189,0.54,0.18,1
CUST102171,34,Employed,7.9,36835,658,15.2,863,7468,0,0,0,Personal Loan,Personal,69200,12.36,0.203,1.879,0.626,1
CUST102172,31,Employed,0.8,28695,661,8.0,459,3090,0,0,0,Credit Card,Business,28500,18.8,0.108,0.993,0.331,1
CUST102173,36,Employed,17.1,39465,676,17.7,7399,9353,0,0,0,Credit Card,Education,7500,18.41,0.237,0.19,0.063,1
CUST102174,24,Employed,3.8,15000,630,0.5,118,6758,0,0,0,Line of Credit,Home Improvement,10300,12.12,0.451,0.687,0.229,0
CUST102175,60,Student,1.5,26129,785,8.4,206,9486,0,0,0,Credit Card,Medical,2600,15.67,0.363,0.1,0.033,1
CUST102176,18,Student,0.8,52253,571,0.4,298,4841,0,1,1,Personal Loan,Medical,30600,15.54,0.093,0.586,0.195,0
CUST102177,37,Employed,18.0,40531,607,10.6,4948,17589,0,2,0,Line of Credit,Medical,15700,12.18,0.434,0.387,0.129,0
CUST102178,59,Employed,31.0,53625,623,10.0,7518,7278,0,0,0,Personal Loan,Personal,1500,14.15,0.136,0.028,0.009,1
CUST102179,35,Self-Employed,4.8,106856,660,6.4,2084,7715,0,0,0,Credit Card,Home Improvement,70000,17.23,0.072,0.655,0.218,1
CUST102180,32,Employed,1.7,29409,607,13.8,3863,3387,0,0,0,Credit Card,Personal,24900,19.15,0.115,0.847,0.282,1
CUST102181,30,Employed,5.5,21236,699,10.1,2467,6273,0,1,0,Line of Credit,Medical,9500,9.31,0.295,0.447,0.149,1
CUST102182,32,Employed,7.7,25562,617,11.3,3479,629,0,0,1,Credit Card,Education,8500,19.14,0.025,0.333,0.111,1
CUST102183,51,Employed,17.5,117637,632,25.1,40970,6674,0,0,0,Line of Credit,Debt Consolidation,34000,11.1,0.057,0.289,0.096,1
CUST102184,18,Student,1.9,15000,653,0.7,91,2847,0,1,0,Personal Loan,Personal,20700,11.32,0.19,1.38,0.46,1
CUST102185,53,Employed,24.3,30118,622,0.7,418,6876,0,1,0,Credit Card,Personal,41400,20.79,0.228,1.375,0.458,1
CUST102186,18,Self-Employed,1.0,107584,677,0.9,472,11494,0,1,0,Line of Credit,Education,37400,9.12,0.107,0.348,0.116,1
CUST102187,31,Employed,9.3,44214,618,1.0,134,13375,0,1,0,Credit Card,Education,32900,20.54,0.303,0.744,0.248,1
CUST102188,29,Employed,3.8,25536,558,6.4,267,15752,0,1,1,Credit Card,Personal,6500,22.09,0.617,0.255,0.085,0
CUST102189,42,Employed,19.2,63497,568,22.9,2357,11508,0,2,0,Credit Card,Education,25600,22.75,0.181,0.403,0.134,1
CUST102190,18,Self-Employed,1.0,89132,563,1.7,532,63789,0,0,0,Line of Credit,Personal,43400,14.58,0.716,0.487,0.162,0
CUST102191,40,Employed,20.8,26077,682,7.4,492,6922,0,0,0,Personal Loan,Debt Consolidation,8800,12.74,0.265,0.337,0.112,1
CUST102192,59,Employed,1.4,107151,644,22.4,1811,30656,0,0,0,Line of Credit,Medical,34300,12.04,0.286,0.32,0.107,1
CUST102193,18,Employed,0.0,21848,665,0.5,30,7385,0,0,0,Personal Loan,Home Improvement,18300,12.45,0.338,0.838,0.279,0
CUST102194,37,Employed,3.1,19272,750,6.7,568,13007,0,0,0,Credit Card,Business,13600,15.72,0.675,0.706,0.235,0
CUST102195,27,Employed,6.0,15481,632,3.8,487,3438,0,0,0,Credit Card,Business,15800,19.96,0.222,1.021,0.34,0
CUST102196,40,Self-Employed,5.3,42382,632,11.7,1205,3109,0,1,0,Credit Card,Business,41500,19.25,0.073,0.979,0.326,1
CUST102197,35,Employed,7.9,48041,605,10.8,126,6584,0,2,0,Credit Card,Education,57400,19.46,0.137,1.195,0.398,0
CUST102198,27,Self-Employed,4.1,68031,449,3.2,7,32104,0,0,0,Credit Card,Medical,27900,22.89,0.472,0.41,0.137,0
CUST102199,40,Employed,18.7,41499,630,14.1,59988,1704,0,1,1,Line of Credit,Medical,25400,12.58,0.041,0.612,0.204,1
CUST102200,56,Employed,23.0,26806,656,1.4,1599,5753,0,0,0,Credit Card,Home Improvement,3800,17.48,0.215,0.142,0.047,1
CUST102201,32,Employed,6.3,72418,632,2.3,1057,7021,0,2,1,Line of Credit,Home Improvement,50000,12.91,0.097,0.69,0.23,0
CUST102202,43,Self-Employed,2.3,154434,713,14.5,1633,30048,0,0,0,Personal Loan,Business,27400,10.88,0.195,0.177,0.059,1
CUST102203,19,Self-Employed,1.0,58739,576,0.0,0,12416,1,1,0,Credit Card,Medical,55900,22.72,0.211,0.952,0.317,0
CUST102204,23,Employed,3.6,24040,533,2.8,295,2127,0,3,0,Personal Loan,Business,37400,16.67,0.088,1.556,0.519,0
CUST102205,40,Self-Employed,5.0,42588,640,1.7,1040,6225,0,0,0,Credit Card,Personal,4100,20.27,0.146,0.096,0.032,1
CUST102206,52,Employed,24.8,22868,645,19.7,2241,10122,0,0,0,Personal Loan,Medical,41600,13.62,0.443,1.819,0.606,0
CUST102207,39,Employed,4.9,37402,689,6.7,3604,9864,0,0,0,Credit Card,Debt Consolidation,33300,18.37,0.264,0.89,0.297,1
CUST102208,31,Employed,8.8,19316,643,11.9,103,5784,0,0,0,Credit Card,Personal,21700,20.46,0.299,1.123,0.374,1
CUST102209,34,Employed,2.4,46743,642,1.6,334,5538,1,2,1,Credit Card,Personal,32200,20.34,0.118,0.689,0.23,0
CUST102210,19,Employed,0.9,18616,677,1.1,12,85,0,0,0,Personal Loan,Home Improvement,8600,11.01,0.005,0.462,0.154,1
CUST102211,42,Employed,9.6,114327,661,15.3,6381,11554,0,2,0,Personal Loan,Education,76800,12.03,0.101,0.672,0.224,1
CUST102212,45,Employed,16.3,103473,679,13.6,3795,44348,0,0,0,Credit Card,Debt Consolidation,70000,18.25,0.429,0.677,0.226,1
CUST102213,29,Employed,2.3,21357,628,9.7,899,2605,0,1,0,Credit Card,Home Improvement,24700,19.52,0.122,1.157,0.386,0
CUST102214,29,Employed,9.4,26778,595,5.5,191,4702,1,1,0,Personal Loan,Personal,52300,15.51,0.176,1.953,0.651,0
CUST102215,38,Self-Employed,15.5,96050,685,9.9,4686,52383,0,0,0,Credit Card,Business,46100,17.78,0.545,0.48,0.16,0
CUST102216,29,Employed,3.4,43091,685,7.3,6048,10705,0,0,0,Line of Credit,Medical,24200,9.17,0.248,0.562,0.187,1
CUST102217,34,Employed,3.3,60719,657,3.6,523,24588,0,0,0,Personal Loan,Business,100000,12.08,0.405,1.647,0.549,0
CUST102218,60,Student,1.1,15000,667,16.5,69,4400,0,0,0,Credit Card,Personal,1500,17.72,0.293,0.1,0.033,1
CUST102219,32,Self-Employed,9.6,17084,593,0.9,34,3499,1,2,0,Personal Loan,Home Improvement,19400,16.46,0.205,1.136,0.379,0
CUST102220,30,Student,1.5,21163,694,11.0,3253,6685,0,0,0,Credit Card,Personal,2100,18.85,0.316,0.099,0.033,1
CUST102221,27,Employed,8.9,28674,540,7.5,164,1471,0,1,0,Personal Loan,Education,14400,16.5,0.051,0.502,0.167,0
CUST102222,43,Employed,21.9,54258,661,13.1,581,20280,0,0,0,Credit Card,Home Improvement,32400,17.59,0.374,0.597,0.199,1
CUST102223,32,Employed,9.6,61647,673,2.5,3358,8863,0,0,0,Line of Credit,Home Improvement,29700,9.97,0.144,0.482,0.161,1
CUST102224,27,Employed,1.7,56289,651,5.0,86,23954,0,0,0,Credit Card,Business,57200,17.16,0.426,1.016,0.339,0
CUST102225,50,Employed,28.2,73011,779,21.5,18610,2682,0,0,0,Credit Card,Personal,20500,14.96,0.037,0.281,0.094,1
CUST102226,52,Employed,20.6,52658,721,22.4,59147,11395,0,0,0,Personal Loan,Education,54300,10.65,0.216,1.031,0.344,1
CUST102227,27,Employed,4.1,37402,641,0.3,58,942,0,1,0,Credit Card,Business,36300,20.53,0.025,0.971,0.324,0
CUST102228,18,Self-Employed,1.0,47553,540,0.0,0,19952,0,0,0,Line of Credit,Personal,6800,13.73,0.42,0.143,0.048,0
CUST102229,47,Employed,28.0,96260,768,17.4,3294,14152,0,1,0,Personal Loan,Business,74100,8.09,0.147,0.77,0.257,1
CUST102230,26,Self-Employed,1.0,72090,692,5.5,655,7088,0,0,0,Personal Loan,Business,14700,11.54,0.098,0.204,0.068,1
